"Notes"	"State of Residence"	"State of Residence Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Infant Birth Weight 12"	"Infant Birth Weight 12 Code"	Births
	"Alabama"	"01"	"2016"	"2016"	"July"	"7"	"3000 - 3499 grams"	"07"	1990
	"Alabama"	"01"	"2016"	"2016"	"July"	"7"	"3500 - 3999 grams"	"08"	1143
	"Alabama"	"01"	"2016"	"2016"	"July"	"7"	"4000 - 4499 grams"	"09"	272
	"Alabama"	"01"	"2016"	"2016"	"July"	"7"	"4500 - 4999 grams"	"10"	40
	"Alabama"	"01"	"2016"	"2016"	"August"	"8"	"499 grams or less"	"01"	11
	"Alabama"	"01"	"2016"	"2016"	"August"	"8"	"500 - 999 grams"	"02"	48
	"Alabama"	"01"	"2016"	"2016"	"August"	"8"	"1000 - 1499 grams"	"03"	42
	"Alabama"	"01"	"2016"	"2016"	"August"	"8"	"1500 - 1999 grams"	"04"	111
	"Alabama"	"01"	"2016"	"2016"	"August"	"8"	"2000 - 2499 grams"	"05"	311
	"Alabama"	"01"	"2016"	"2016"	"August"	"8"	"2500 - 2999 grams"	"06"	1090
	"Alabama"	"01"	"2016"	"2016"	"August"	"8"	"3000 - 3499 grams"	"07"	2107
	"Alabama"	"01"	"2016"	"2016"	"August"	"8"	"3500 - 3999 grams"	"08"	1274
	"Alabama"	"01"	"2016"	"2016"	"August"	"8"	"4000 - 4499 grams"	"09"	290
	"Alabama"	"01"	"2016"	"2016"	"August"	"8"	"4500 - 4999 grams"	"10"	35
	"Alabama"	"01"	"2016"	"2016"	"September"	"9"	"499 grams or less"	"01"	10
	"Alabama"	"01"	"2016"	"2016"	"September"	"9"	"500 - 999 grams"	"02"	37
	"Alabama"	"01"	"2016"	"2016"	"September"	"9"	"1000 - 1499 grams"	"03"	38
	"Alabama"	"01"	"2016"	"2016"	"September"	"9"	"1500 - 1999 grams"	"04"	112
	"Alabama"	"01"	"2016"	"2016"	"September"	"9"	"2000 - 2499 grams"	"05"	335
	"Alabama"	"01"	"2016"	"2016"	"September"	"9"	"2500 - 2999 grams"	"06"	1129
	"Alabama"	"01"	"2016"	"2016"	"September"	"9"	"3000 - 3499 grams"	"07"	1975
	"Alabama"	"01"	"2016"	"2016"	"September"	"9"	"3500 - 3999 grams"	"08"	1248
	"Alabama"	"01"	"2016"	"2016"	"September"	"9"	"4000 - 4499 grams"	"09"	304
	"Alabama"	"01"	"2016"	"2016"	"September"	"9"	"4500 - 4999 grams"	"10"	43
	"Alabama"	"01"	"2016"	"2016"	"October"	"10"	"499 grams or less"	"01"	12
	"Alabama"	"01"	"2016"	"2016"	"October"	"10"	"500 - 999 grams"	"02"	31
	"Alabama"	"01"	"2016"	"2016"	"October"	"10"	"1000 - 1499 grams"	"03"	53
	"Alabama"	"01"	"2016"	"2016"	"October"	"10"	"1500 - 1999 grams"	"04"	99
	"Alabama"	"01"	"2016"	"2016"	"October"	"10"	"2000 - 2499 grams"	"05"	315
	"Alabama"	"01"	"2016"	"2016"	"October"	"10"	"2500 - 2999 grams"	"06"	1008
	"Alabama"	"01"	"2016"	"2016"	"October"	"10"	"3000 - 3499 grams"	"07"	1953
	"Alabama"	"01"	"2016"	"2016"	"October"	"10"	"3500 - 3999 grams"	"08"	1172
	"Alabama"	"01"	"2016"	"2016"	"October"	"10"	"4000 - 4499 grams"	"09"	290
	"Alabama"	"01"	"2016"	"2016"	"October"	"10"	"4500 - 4999 grams"	"10"	31
	"Alabama"	"01"	"2016"	"2016"	"November"	"11"	"499 grams or less"	"01"	15
	"Alabama"	"01"	"2016"	"2016"	"November"	"11"	"500 - 999 grams"	"02"	38
	"Alabama"	"01"	"2016"	"2016"	"November"	"11"	"1000 - 1499 grams"	"03"	43
	"Alabama"	"01"	"2016"	"2016"	"November"	"11"	"1500 - 1999 grams"	"04"	90
	"Alabama"	"01"	"2016"	"2016"	"November"	"11"	"2000 - 2499 grams"	"05"	342
	"Alabama"	"01"	"2016"	"2016"	"November"	"11"	"2500 - 2999 grams"	"06"	1083
	"Alabama"	"01"	"2016"	"2016"	"November"	"11"	"3000 - 3499 grams"	"07"	1864
	"Alabama"	"01"	"2016"	"2016"	"November"	"11"	"3500 - 3999 grams"	"08"	1149
	"Alabama"	"01"	"2016"	"2016"	"November"	"11"	"4000 - 4499 grams"	"09"	234
	"Alabama"	"01"	"2016"	"2016"	"November"	"11"	"4500 - 4999 grams"	"10"	42
	"Alabama"	"01"	"2016"	"2016"	"December"	"12"	"499 grams or less"	"01"	15
	"Alabama"	"01"	"2016"	"2016"	"December"	"12"	"500 - 999 grams"	"02"	39
	"Alabama"	"01"	"2016"	"2016"	"December"	"12"	"1000 - 1499 grams"	"03"	39
	"Alabama"	"01"	"2016"	"2016"	"December"	"12"	"1500 - 1999 grams"	"04"	93
	"Alabama"	"01"	"2016"	"2016"	"December"	"12"	"2000 - 2499 grams"	"05"	337
	"Alabama"	"01"	"2016"	"2016"	"December"	"12"	"2500 - 2999 grams"	"06"	1060
	"Alabama"	"01"	"2016"	"2016"	"December"	"12"	"3000 - 3499 grams"	"07"	1957
	"Alabama"	"01"	"2016"	"2016"	"December"	"12"	"3500 - 3999 grams"	"08"	1119
	"Alabama"	"01"	"2016"	"2016"	"December"	"12"	"4000 - 4499 grams"	"09"	236
	"Alabama"	"01"	"2016"	"2016"	"December"	"12"	"4500 - 4999 grams"	"10"	37
	"Alaska"	"02"	"2016"	"2016"	"January"	"1"	"2000 - 2499 grams"	"05"	36
	"Alaska"	"02"	"2016"	"2016"	"January"	"1"	"2500 - 2999 grams"	"06"	124
	"Alaska"	"02"	"2016"	"2016"	"January"	"1"	"3000 - 3499 grams"	"07"	343
	"Alaska"	"02"	"2016"	"2016"	"January"	"1"	"3500 - 3999 grams"	"08"	285
	"Alaska"	"02"	"2016"	"2016"	"January"	"1"	"4000 - 4499 grams"	"09"	112
	"Alaska"	"02"	"2016"	"2016"	"January"	"1"	"4500 - 4999 grams"	"10"	16
	"Alaska"	"02"	"2016"	"2016"	"February"	"2"	"2000 - 2499 grams"	"05"	34
	"Alaska"	"02"	"2016"	"2016"	"February"	"2"	"2500 - 2999 grams"	"06"	108
	"Alaska"	"02"	"2016"	"2016"	"February"	"2"	"3000 - 3499 grams"	"07"	290
	"Alaska"	"02"	"2016"	"2016"	"February"	"2"	"3500 - 3999 grams"	"08"	291
	"Alaska"	"02"	"2016"	"2016"	"February"	"2"	"4000 - 4499 grams"	"09"	90
	"Alaska"	"02"	"2016"	"2016"	"February"	"2"	"4500 - 4999 grams"	"10"	15
	"Alaska"	"02"	"2016"	"2016"	"March"	"3"	"1500 - 1999 grams"	"04"	11
	"Alaska"	"02"	"2016"	"2016"	"March"	"3"	"2000 - 2499 grams"	"05"	35
	"Alaska"	"02"	"2016"	"2016"	"March"	"3"	"2500 - 2999 grams"	"06"	159
	"Alaska"	"02"	"2016"	"2016"	"March"	"3"	"3000 - 3499 grams"	"07"	345
	"Alaska"	"02"	"2016"	"2016"	"March"	"3"	"3500 - 3999 grams"	"08"	293
	"Alaska"	"02"	"2016"	"2016"	"March"	"3"	"4000 - 4499 grams"	"09"	99
	"Alaska"	"02"	"2016"	"2016"	"March"	"3"	"4500 - 4999 grams"	"10"	12
	"Alaska"	"02"	"2016"	"2016"	"April"	"4"	"1500 - 1999 grams"	"04"	14
	"Alaska"	"02"	"2016"	"2016"	"April"	"4"	"2000 - 2499 grams"	"05"	35
	"Alaska"	"02"	"2016"	"2016"	"April"	"4"	"2500 - 2999 grams"	"06"	112
	"Alaska"	"02"	"2016"	"2016"	"April"	"4"	"3000 - 3499 grams"	"07"	344
	"Alaska"	"02"	"2016"	"2016"	"April"	"4"	"3500 - 3999 grams"	"08"	267
	"Alaska"	"02"	"2016"	"2016"	"April"	"4"	"4000 - 4499 grams"	"09"	110
	"Alaska"	"02"	"2016"	"2016"	"April"	"4"	"4500 - 4999 grams"	"10"	20
	"Alaska"	"02"	"2016"	"2016"	"May"	"5"	"1500 - 1999 grams"	"04"	11
	"Alaska"	"02"	"2016"	"2016"	"May"	"5"	"2000 - 2499 grams"	"05"	31
	"Alaska"	"02"	"2016"	"2016"	"May"	"5"	"2500 - 2999 grams"	"06"	155
	"Alaska"	"02"	"2016"	"2016"	"May"	"5"	"3000 - 3499 grams"	"07"	335
	"Alaska"	"02"	"2016"	"2016"	"May"	"5"	"3500 - 3999 grams"	"08"	283
	"Alaska"	"02"	"2016"	"2016"	"May"	"5"	"4000 - 4499 grams"	"09"	109
	"Alaska"	"02"	"2016"	"2016"	"May"	"5"	"4500 - 4999 grams"	"10"	22
	"Alaska"	"02"	"2016"	"2016"	"June"	"6"	"1500 - 1999 grams"	"04"	10
	"Alaska"	"02"	"2016"	"2016"	"June"	"6"	"2000 - 2499 grams"	"05"	33
	"Alaska"	"02"	"2016"	"2016"	"June"	"6"	"2500 - 2999 grams"	"06"	122
	"Alaska"	"02"	"2016"	"2016"	"June"	"6"	"3000 - 3499 grams"	"07"	338
	"Alaska"	"02"	"2016"	"2016"	"June"	"6"	"3500 - 3999 grams"	"08"	315
	"Alaska"	"02"	"2016"	"2016"	"June"	"6"	"4000 - 4499 grams"	"09"	123
	"Alaska"	"02"	"2016"	"2016"	"June"	"6"	"4500 - 4999 grams"	"10"	29
	"Alaska"	"02"	"2016"	"2016"	"July"	"7"	"2000 - 2499 grams"	"05"	43
	"Alaska"	"02"	"2016"	"2016"	"July"	"7"	"2500 - 2999 grams"	"06"	134
	"Alaska"	"02"	"2016"	"2016"	"July"	"7"	"3000 - 3499 grams"	"07"	326
	"Alaska"	"02"	"2016"	"2016"	"July"	"7"	"3500 - 3999 grams"	"08"	303
	"Alaska"	"02"	"2016"	"2016"	"July"	"7"	"4000 - 4499 grams"	"09"	103
	"Alaska"	"02"	"2016"	"2016"	"July"	"7"	"4500 - 4999 grams"	"10"	26
	"Alaska"	"02"	"2016"	"2016"	"August"	"8"	"2000 - 2499 grams"	"05"	37
	"Alaska"	"02"	"2016"	"2016"	"August"	"8"	"2500 - 2999 grams"	"06"	126
	"Alaska"	"02"	"2016"	"2016"	"August"	"8"	"3000 - 3499 grams"	"07"	333
	"Alaska"	"02"	"2016"	"2016"	"August"	"8"	"3500 - 3999 grams"	"08"	313
	"Alaska"	"02"	"2016"	"2016"	"August"	"8"	"4000 - 4499 grams"	"09"	107
	"Alaska"	"02"	"2016"	"2016"	"August"	"8"	"4500 - 4999 grams"	"10"	17
	"Alaska"	"02"	"2016"	"2016"	"September"	"9"	"2000 - 2499 grams"	"05"	36
	"Alaska"	"02"	"2016"	"2016"	"September"	"9"	"2500 - 2999 grams"	"06"	122
	"Alaska"	"02"	"2016"	"2016"	"September"	"9"	"3000 - 3499 grams"	"07"	378
	"Alaska"	"02"	"2016"	"2016"	"September"	"9"	"3500 - 3999 grams"	"08"	298
	"Alaska"	"02"	"2016"	"2016"	"September"	"9"	"4000 - 4499 grams"	"09"	83
	"Alaska"	"02"	"2016"	"2016"	"September"	"9"	"4500 - 4999 grams"	"10"	17
	"Alaska"	"02"	"2016"	"2016"	"October"	"10"	"1500 - 1999 grams"	"04"	15
	"Alaska"	"02"	"2016"	"2016"	"October"	"10"	"2000 - 2499 grams"	"05"	40
	"Alaska"	"02"	"2016"	"2016"	"October"	"10"	"2500 - 2999 grams"	"06"	146
	"Alaska"	"02"	"2016"	"2016"	"October"	"10"	"3000 - 3499 grams"	"07"	331
	"Alaska"	"02"	"2016"	"2016"	"October"	"10"	"3500 - 3999 grams"	"08"	284
	"Alaska"	"02"	"2016"	"2016"	"October"	"10"	"4000 - 4499 grams"	"09"	111
	"Alaska"	"02"	"2016"	"2016"	"October"	"10"	"4500 - 4999 grams"	"10"	19
	"Alaska"	"02"	"2016"	"2016"	"November"	"11"	"2000 - 2499 grams"	"05"	43
	"Alaska"	"02"	"2016"	"2016"	"November"	"11"	"2500 - 2999 grams"	"06"	124
	"Alaska"	"02"	"2016"	"2016"	"November"	"11"	"3000 - 3499 grams"	"07"	329
	"Alaska"	"02"	"2016"	"2016"	"November"	"11"	"3500 - 3999 grams"	"08"	274
	"Alaska"	"02"	"2016"	"2016"	"November"	"11"	"4000 - 4499 grams"	"09"	95
	"Alaska"	"02"	"2016"	"2016"	"November"	"11"	"4500 - 4999 grams"	"10"	10
	"Alaska"	"02"	"2016"	"2016"	"December"	"12"	"1500 - 1999 grams"	"04"	21
	"Alaska"	"02"	"2016"	"2016"	"December"	"12"	"2000 - 2499 grams"	"05"	25
	"Alaska"	"02"	"2016"	"2016"	"December"	"12"	"2500 - 2999 grams"	"06"	145
	"Alaska"	"02"	"2016"	"2016"	"December"	"12"	"3000 - 3499 grams"	"07"	329
	"Alaska"	"02"	"2016"	"2016"	"December"	"12"	"3500 - 3999 grams"	"08"	268
	"Alaska"	"02"	"2016"	"2016"	"December"	"12"	"4000 - 4499 grams"	"09"	94
	"Arizona"	"04"	"2016"	"2016"	"January"	"1"	"499 grams or less"	"01"	11
	"Arizona"	"04"	"2016"	"2016"	"January"	"1"	"500 - 999 grams"	"02"	28
	"Arizona"	"04"	"2016"	"2016"	"January"	"1"	"1000 - 1499 grams"	"03"	46
	"Arizona"	"04"	"2016"	"2016"	"January"	"1"	"1500 - 1999 grams"	"04"	96
	"Arizona"	"04"	"2016"	"2016"	"January"	"1"	"2000 - 2499 grams"	"05"	332
	"Arizona"	"04"	"2016"	"2016"	"January"	"1"	"2500 - 2999 grams"	"06"	1226
	"Arizona"	"04"	"2016"	"2016"	"January"	"1"	"3000 - 3499 grams"	"07"	2845
	"Arizona"	"04"	"2016"	"2016"	"January"	"1"	"3500 - 3999 grams"	"08"	1936
	"Arizona"	"04"	"2016"	"2016"	"January"	"1"	"4000 - 4499 grams"	"09"	479
	"Arizona"	"04"	"2016"	"2016"	"January"	"1"	"4500 - 4999 grams"	"10"	62
	"Arizona"	"04"	"2016"	"2016"	"February"	"2"	"500 - 999 grams"	"02"	34
	"Arizona"	"04"	"2016"	"2016"	"February"	"2"	"1000 - 1499 grams"	"03"	45
	"Arizona"	"04"	"2016"	"2016"	"February"	"2"	"1500 - 1999 grams"	"04"	111
	"Arizona"	"04"	"2016"	"2016"	"February"	"2"	"2000 - 2499 grams"	"05"	318
	"Arizona"	"04"	"2016"	"2016"	"February"	"2"	"2500 - 2999 grams"	"06"	1202
	"Arizona"	"04"	"2016"	"2016"	"February"	"2"	"3000 - 3499 grams"	"07"	2659
	"Arizona"	"04"	"2016"	"2016"	"February"	"2"	"3500 - 3999 grams"	"08"	1830
	"Arizona"	"04"	"2016"	"2016"	"February"	"2"	"4000 - 4499 grams"	"09"	457
	"Arizona"	"04"	"2016"	"2016"	"February"	"2"	"4500 - 4999 grams"	"10"	74
	"Arizona"	"04"	"2016"	"2016"	"February"	"2"	"5000 - 8165 grams"	"11"	11
	"Arizona"	"04"	"2016"	"2016"	"March"	"3"	"500 - 999 grams"	"02"	35
	"Arizona"	"04"	"2016"	"2016"	"March"	"3"	"1000 - 1499 grams"	"03"	42
	"Arizona"	"04"	"2016"	"2016"	"March"	"3"	"1500 - 1999 grams"	"04"	82
	"Arizona"	"04"	"2016"	"2016"	"March"	"3"	"2000 - 2499 grams"	"05"	340
	"Arizona"	"04"	"2016"	"2016"	"March"	"3"	"2500 - 2999 grams"	"06"	1187
	"Arizona"	"04"	"2016"	"2016"	"March"	"3"	"3000 - 3499 grams"	"07"	2801
	"Arizona"	"04"	"2016"	"2016"	"March"	"3"	"3500 - 3999 grams"	"08"	1797
	"Arizona"	"04"	"2016"	"2016"	"March"	"3"	"4000 - 4499 grams"	"09"	471
	"Arizona"	"04"	"2016"	"2016"	"March"	"3"	"4500 - 4999 grams"	"10"	67
	"Arizona"	"04"	"2016"	"2016"	"March"	"3"	"5000 - 8165 grams"	"11"	13
	"Arizona"	"04"	"2016"	"2016"	"April"	"4"	"500 - 999 grams"	"02"	34
	"Arizona"	"04"	"2016"	"2016"	"April"	"4"	"1000 - 1499 grams"	"03"	36
	"Arizona"	"04"	"2016"	"2016"	"April"	"4"	"1500 - 1999 grams"	"04"	87
	"Arizona"	"04"	"2016"	"2016"	"April"	"4"	"2000 - 2499 grams"	"05"	310
	"Arizona"	"04"	"2016"	"2016"	"April"	"4"	"2500 - 2999 grams"	"06"	1184
	"Arizona"	"04"	"2016"	"2016"	"April"	"4"	"3000 - 3499 grams"	"07"	2625
	"Arizona"	"04"	"2016"	"2016"	"April"	"4"	"3500 - 3999 grams"	"08"	1757
	"Arizona"	"04"	"2016"	"2016"	"April"	"4"	"4000 - 4499 grams"	"09"	465
	"Arizona"	"04"	"2016"	"2016"	"April"	"4"	"4500 - 4999 grams"	"10"	49
	"Arizona"	"04"	"2016"	"2016"	"April"	"4"	"5000 - 8165 grams"	"11"	11
	"Arizona"	"04"	"2016"	"2016"	"May"	"5"	"499 grams or less"	"01"	12
	"Arizona"	"04"	"2016"	"2016"	"May"	"5"	"500 - 999 grams"	"02"	30
	"Arizona"	"04"	"2016"	"2016"	"May"	"5"	"1000 - 1499 grams"	"03"	39
	"Arizona"	"04"	"2016"	"2016"	"May"	"5"	"1500 - 1999 grams"	"04"	89
	"Arizona"	"04"	"2016"	"2016"	"May"	"5"	"2000 - 2499 grams"	"05"	321
	"Arizona"	"04"	"2016"	"2016"	"May"	"5"	"2500 - 2999 grams"	"06"	1234
	"Arizona"	"04"	"2016"	"2016"	"May"	"5"	"3000 - 3499 grams"	"07"	2739
	"Arizona"	"04"	"2016"	"2016"	"May"	"5"	"3500 - 3999 grams"	"08"	1747
	"Arizona"	"04"	"2016"	"2016"	"May"	"5"	"4000 - 4499 grams"	"09"	430
	"Arizona"	"04"	"2016"	"2016"	"May"	"5"	"4500 - 4999 grams"	"10"	81
	"Arizona"	"04"	"2016"	"2016"	"June"	"6"	"499 grams or less"	"01"	13
	"Arizona"	"04"	"2016"	"2016"	"June"	"6"	"500 - 999 grams"	"02"	26
	"Arizona"	"04"	"2016"	"2016"	"June"	"6"	"1000 - 1499 grams"	"03"	54
	"Arizona"	"04"	"2016"	"2016"	"June"	"6"	"1500 - 1999 grams"	"04"	100
	"Arizona"	"04"	"2016"	"2016"	"June"	"6"	"2000 - 2499 grams"	"05"	296
	"Arizona"	"04"	"2016"	"2016"	"June"	"6"	"2500 - 2999 grams"	"06"	1191
	"Arizona"	"04"	"2016"	"2016"	"June"	"6"	"3000 - 3499 grams"	"07"	2748
	"Arizona"	"04"	"2016"	"2016"	"June"	"6"	"3500 - 3999 grams"	"08"	1833
	"Arizona"	"04"	"2016"	"2016"	"June"	"6"	"4000 - 4499 grams"	"09"	430
	"Arizona"	"04"	"2016"	"2016"	"June"	"6"	"4500 - 4999 grams"	"10"	64
	"Arizona"	"04"	"2016"	"2016"	"July"	"7"	"500 - 999 grams"	"02"	27
	"Arizona"	"04"	"2016"	"2016"	"July"	"7"	"1000 - 1499 grams"	"03"	52
	"Arizona"	"04"	"2016"	"2016"	"July"	"7"	"1500 - 1999 grams"	"04"	101
	"Arizona"	"04"	"2016"	"2016"	"July"	"7"	"2000 - 2499 grams"	"05"	376
	"Arizona"	"04"	"2016"	"2016"	"July"	"7"	"2500 - 2999 grams"	"06"	1285
	"Arizona"	"04"	"2016"	"2016"	"July"	"7"	"3000 - 3499 grams"	"07"	2758
	"Arizona"	"04"	"2016"	"2016"	"July"	"7"	"3500 - 3999 grams"	"08"	1919
	"Arizona"	"04"	"2016"	"2016"	"July"	"7"	"4000 - 4499 grams"	"09"	457
	"Arizona"	"04"	"2016"	"2016"	"July"	"7"	"4500 - 4999 grams"	"10"	61
	"Arizona"	"04"	"2016"	"2016"	"July"	"7"	"5000 - 8165 grams"	"11"	11
	"Arizona"	"04"	"2016"	"2016"	"August"	"8"	"499 grams or less"	"01"	15
	"Arizona"	"04"	"2016"	"2016"	"August"	"8"	"500 - 999 grams"	"02"	24
	"Arizona"	"04"	"2016"	"2016"	"August"	"8"	"1000 - 1499 grams"	"03"	41
	"Arizona"	"04"	"2016"	"2016"	"August"	"8"	"1500 - 1999 grams"	"04"	113
	"Arizona"	"04"	"2016"	"2016"	"August"	"8"	"2000 - 2499 grams"	"05"	355
	"Arizona"	"04"	"2016"	"2016"	"August"	"8"	"2500 - 2999 grams"	"06"	1385
	"Arizona"	"04"	"2016"	"2016"	"August"	"8"	"3000 - 3499 grams"	"07"	3126
	"Arizona"	"04"	"2016"	"2016"	"August"	"8"	"3500 - 3999 grams"	"08"	2057
	"Arizona"	"04"	"2016"	"2016"	"August"	"8"	"4000 - 4499 grams"	"09"	530
	"Arizona"	"04"	"2016"	"2016"	"August"	"8"	"4500 - 4999 grams"	"10"	73
	"Arizona"	"04"	"2016"	"2016"	"September"	"9"	"500 - 999 grams"	"02"	40
	"Arizona"	"04"	"2016"	"2016"	"September"	"9"	"1000 - 1499 grams"	"03"	38
	"Arizona"	"04"	"2016"	"2016"	"September"	"9"	"1500 - 1999 grams"	"04"	104
	"Arizona"	"04"	"2016"	"2016"	"September"	"9"	"2000 - 2499 grams"	"05"	329
	"Arizona"	"04"	"2016"	"2016"	"September"	"9"	"2500 - 2999 grams"	"06"	1336
	"Arizona"	"04"	"2016"	"2016"	"September"	"9"	"3000 - 3499 grams"	"07"	3110
	"Arizona"	"04"	"2016"	"2016"	"September"	"9"	"3500 - 3999 grams"	"08"	2110
