"Notes"	"State of Residence"	"State of Residence Code"	"Year"	"Year Code"	"Month"	"Month Code"	"Infant Birth Weight 12"	"Infant Birth Weight 12 Code"	Births
	"Alabama"	"01"	"2020"	"2020"	"June"	"6"	"1500 - 1999 grams"	"04"	122
	"Alabama"	"01"	"2020"	"2020"	"June"	"6"	"2000 - 2499 grams"	"05"	320
	"Alabama"	"01"	"2020"	"2020"	"June"	"6"	"2500 - 2999 grams"	"06"	1042
	"Alabama"	"01"	"2020"	"2020"	"June"	"6"	"3000 - 3499 grams"	"07"	1774
	"Alabama"	"01"	"2020"	"2020"	"June"	"6"	"3500 - 3999 grams"	"08"	1155
	"Alabama"	"01"	"2020"	"2020"	"June"	"6"	"4000 - 4499 grams"	"09"	244
	"Alabama"	"01"	"2020"	"2020"	"June"	"6"	"4500 - 4999 grams"	"10"	32
	"Alabama"	"01"	"2020"	"2020"	"July"	"7"	"500 - 999 grams"	"02"	35
	"Alabama"	"01"	"2020"	"2020"	"July"	"7"	"1000 - 1499 grams"	"03"	54
	"Alabama"	"01"	"2020"	"2020"	"July"	"7"	"1500 - 1999 grams"	"04"	122
	"Alabama"	"01"	"2020"	"2020"	"July"	"7"	"2000 - 2499 grams"	"05"	369
	"Alabama"	"01"	"2020"	"2020"	"July"	"7"	"2500 - 2999 grams"	"06"	1113
	"Alabama"	"01"	"2020"	"2020"	"July"	"7"	"3000 - 3499 grams"	"07"	1912
	"Alabama"	"01"	"2020"	"2020"	"July"	"7"	"3500 - 3999 grams"	"08"	1270
	"Alabama"	"01"	"2020"	"2020"	"July"	"7"	"4000 - 4499 grams"	"09"	291
	"Alabama"	"01"	"2020"	"2020"	"July"	"7"	"4500 - 4999 grams"	"10"	45
	"Alabama"	"01"	"2020"	"2020"	"August"	"8"	"500 - 999 grams"	"02"	40
	"Alabama"	"01"	"2020"	"2020"	"August"	"8"	"1000 - 1499 grams"	"03"	61
	"Alabama"	"01"	"2020"	"2020"	"August"	"8"	"1500 - 1999 grams"	"04"	85
	"Alabama"	"01"	"2020"	"2020"	"August"	"8"	"2000 - 2499 grams"	"05"	333
	"Alabama"	"01"	"2020"	"2020"	"August"	"8"	"2500 - 2999 grams"	"06"	1121
	"Alabama"	"01"	"2020"	"2020"	"August"	"8"	"3000 - 3499 grams"	"07"	2045
	"Alabama"	"01"	"2020"	"2020"	"August"	"8"	"3500 - 3999 grams"	"08"	1199
	"Alabama"	"01"	"2020"	"2020"	"August"	"8"	"4000 - 4499 grams"	"09"	258
	"Alabama"	"01"	"2020"	"2020"	"August"	"8"	"4500 - 4999 grams"	"10"	43
	"Alabama"	"01"	"2020"	"2020"	"September"	"9"	"500 - 999 grams"	"02"	28
	"Alabama"	"01"	"2020"	"2020"	"September"	"9"	"1000 - 1499 grams"	"03"	61
	"Alabama"	"01"	"2020"	"2020"	"September"	"9"	"1500 - 1999 grams"	"04"	102
	"Alabama"	"01"	"2020"	"2020"	"September"	"9"	"2000 - 2499 grams"	"05"	339
	"Alabama"	"01"	"2020"	"2020"	"September"	"9"	"2500 - 2999 grams"	"06"	1044
	"Alabama"	"01"	"2020"	"2020"	"September"	"9"	"3000 - 3499 grams"	"07"	1922
	"Alabama"	"01"	"2020"	"2020"	"September"	"9"	"3500 - 3999 grams"	"08"	1171
	"Alabama"	"01"	"2020"	"2020"	"September"	"9"	"4000 - 4499 grams"	"09"	287
	"Alabama"	"01"	"2020"	"2020"	"September"	"9"	"4500 - 4999 grams"	"10"	34
	"Alabama"	"01"	"2020"	"2020"	"October"	"10"	"499 grams or less"	"01"	10
	"Alabama"	"01"	"2020"	"2020"	"October"	"10"	"500 - 999 grams"	"02"	35
	"Alabama"	"01"	"2020"	"2020"	"October"	"10"	"1000 - 1499 grams"	"03"	52
	"Alabama"	"01"	"2020"	"2020"	"October"	"10"	"1500 - 1999 grams"	"04"	109
	"Alabama"	"01"	"2020"	"2020"	"October"	"10"	"2000 - 2499 grams"	"05"	320
	"Alabama"	"01"	"2020"	"2020"	"October"	"10"	"2500 - 2999 grams"	"06"	1017
	"Alabama"	"01"	"2020"	"2020"	"October"	"10"	"3000 - 3499 grams"	"07"	1798
	"Alabama"	"01"	"2020"	"2020"	"October"	"10"	"3500 - 3999 grams"	"08"	1138
	"Alabama"	"01"	"2020"	"2020"	"October"	"10"	"4000 - 4499 grams"	"09"	251
	"Alabama"	"01"	"2020"	"2020"	"October"	"10"	"4500 - 4999 grams"	"10"	41
	"Alabama"	"01"	"2020"	"2020"	"November"	"11"	"499 grams or less"	"01"	11
	"Alabama"	"01"	"2020"	"2020"	"November"	"11"	"500 - 999 grams"	"02"	28
	"Alabama"	"01"	"2020"	"2020"	"November"	"11"	"1000 - 1499 grams"	"03"	45
	"Alabama"	"01"	"2020"	"2020"	"November"	"11"	"1500 - 1999 grams"	"04"	96
	"Alabama"	"01"	"2020"	"2020"	"November"	"11"	"2000 - 2499 grams"	"05"	302
	"Alabama"	"01"	"2020"	"2020"	"November"	"11"	"2500 - 2999 grams"	"06"	963
	"Alabama"	"01"	"2020"	"2020"	"November"	"11"	"3000 - 3499 grams"	"07"	1716
	"Alabama"	"01"	"2020"	"2020"	"November"	"11"	"3500 - 3999 grams"	"08"	1050
	"Alabama"	"01"	"2020"	"2020"	"November"	"11"	"4000 - 4499 grams"	"09"	233
	"Alabama"	"01"	"2020"	"2020"	"November"	"11"	"4500 - 4999 grams"	"10"	30
	"Alabama"	"01"	"2020"	"2020"	"December"	"12"	"500 - 999 grams"	"02"	39
	"Alabama"	"01"	"2020"	"2020"	"December"	"12"	"1000 - 1499 grams"	"03"	51
	"Alabama"	"01"	"2020"	"2020"	"December"	"12"	"1500 - 1999 grams"	"04"	118
	"Alabama"	"01"	"2020"	"2020"	"December"	"12"	"2000 - 2499 grams"	"05"	330
	"Alabama"	"01"	"2020"	"2020"	"December"	"12"	"2500 - 2999 grams"	"06"	1083
	"Alabama"	"01"	"2020"	"2020"	"December"	"12"	"3000 - 3499 grams"	"07"	1885
	"Alabama"	"01"	"2020"	"2020"	"December"	"12"	"3500 - 3999 grams"	"08"	1105
	"Alabama"	"01"	"2020"	"2020"	"December"	"12"	"4000 - 4499 grams"	"09"	248
	"Alabama"	"01"	"2020"	"2020"	"December"	"12"	"4500 - 4999 grams"	"10"	34
	"Alaska"	"02"	"2020"	"2020"	"January"	"1"	"1500 - 1999 grams"	"04"	10
	"Alaska"	"02"	"2020"	"2020"	"January"	"1"	"2000 - 2499 grams"	"05"	48
	"Alaska"	"02"	"2020"	"2020"	"January"	"1"	"2500 - 2999 grams"	"06"	133
	"Alaska"	"02"	"2020"	"2020"	"January"	"1"	"3000 - 3499 grams"	"07"	292
	"Alaska"	"02"	"2020"	"2020"	"January"	"1"	"3500 - 3999 grams"	"08"	240
	"Alaska"	"02"	"2020"	"2020"	"January"	"1"	"4000 - 4499 grams"	"09"	71
	"Alaska"	"02"	"2020"	"2020"	"January"	"1"	"4500 - 4999 grams"	"10"	18
	"Alaska"	"02"	"2020"	"2020"	"February"	"2"	"2000 - 2499 grams"	"05"	27
	"Alaska"	"02"	"2020"	"2020"	"February"	"2"	"2500 - 2999 grams"	"06"	99
	"Alaska"	"02"	"2020"	"2020"	"February"	"2"	"3000 - 3499 grams"	"07"	269
	"Alaska"	"02"	"2020"	"2020"	"February"	"2"	"3500 - 3999 grams"	"08"	224
	"Alaska"	"02"	"2020"	"2020"	"February"	"2"	"4000 - 4499 grams"	"09"	79
	"Alaska"	"02"	"2020"	"2020"	"March"	"3"	"2000 - 2499 grams"	"05"	33
	"Alaska"	"02"	"2020"	"2020"	"March"	"3"	"2500 - 2999 grams"	"06"	104
	"Alaska"	"02"	"2020"	"2020"	"March"	"3"	"3000 - 3499 grams"	"07"	301
	"Alaska"	"02"	"2020"	"2020"	"March"	"3"	"3500 - 3999 grams"	"08"	218
	"Alaska"	"02"	"2020"	"2020"	"March"	"3"	"4000 - 4499 grams"	"09"	93
	"Alaska"	"02"	"2020"	"2020"	"March"	"3"	"4500 - 4999 grams"	"10"	11
	"Alaska"	"02"	"2020"	"2020"	"April"	"4"	"2000 - 2499 grams"	"05"	30
	"Alaska"	"02"	"2020"	"2020"	"April"	"4"	"2500 - 2999 grams"	"06"	114
	"Alaska"	"02"	"2020"	"2020"	"April"	"4"	"3000 - 3499 grams"	"07"	255
	"Alaska"	"02"	"2020"	"2020"	"April"	"4"	"3500 - 3999 grams"	"08"	258
	"Alaska"	"02"	"2020"	"2020"	"April"	"4"	"4000 - 4499 grams"	"09"	67
	"Alaska"	"02"	"2020"	"2020"	"April"	"4"	"4500 - 4999 grams"	"10"	14
	"Alaska"	"02"	"2020"	"2020"	"May"	"5"	"1500 - 1999 grams"	"04"	19
	"Alaska"	"02"	"2020"	"2020"	"May"	"5"	"2000 - 2499 grams"	"05"	35
	"Alaska"	"02"	"2020"	"2020"	"May"	"5"	"2500 - 2999 grams"	"06"	120
	"Alaska"	"02"	"2020"	"2020"	"May"	"5"	"3000 - 3499 grams"	"07"	258
	"Alaska"	"02"	"2020"	"2020"	"May"	"5"	"3500 - 3999 grams"	"08"	286
	"Alaska"	"02"	"2020"	"2020"	"May"	"5"	"4000 - 4499 grams"	"09"	90
	"Alaska"	"02"	"2020"	"2020"	"May"	"5"	"4500 - 4999 grams"	"10"	16
	"Alaska"	"02"	"2020"	"2020"	"June"	"6"	"2000 - 2499 grams"	"05"	35
	"Alaska"	"02"	"2020"	"2020"	"June"	"6"	"2500 - 2999 grams"	"06"	115
	"Alaska"	"02"	"2020"	"2020"	"June"	"6"	"3000 - 3499 grams"	"07"	278
	"Alaska"	"02"	"2020"	"2020"	"June"	"6"	"3500 - 3999 grams"	"08"	272
	"Alaska"	"02"	"2020"	"2020"	"June"	"6"	"4000 - 4499 grams"	"09"	78
	"Alaska"	"02"	"2020"	"2020"	"June"	"6"	"4500 - 4999 grams"	"10"	17
	"Alaska"	"02"	"2020"	"2020"	"July"	"7"	"1500 - 1999 grams"	"04"	14
	"Alaska"	"02"	"2020"	"2020"	"July"	"7"	"2000 - 2499 grams"	"05"	28
	"Alaska"	"02"	"2020"	"2020"	"July"	"7"	"2500 - 2999 grams"	"06"	108
	"Alaska"	"02"	"2020"	"2020"	"July"	"7"	"3000 - 3499 grams"	"07"	283
	"Alaska"	"02"	"2020"	"2020"	"July"	"7"	"3500 - 3999 grams"	"08"	251
	"Alaska"	"02"	"2020"	"2020"	"July"	"7"	"4000 - 4499 grams"	"09"	72
	"Alaska"	"02"	"2020"	"2020"	"July"	"7"	"4500 - 4999 grams"	"10"	10
	"Alaska"	"02"	"2020"	"2020"	"August"	"8"	"2000 - 2499 grams"	"05"	30
	"Alaska"	"02"	"2020"	"2020"	"August"	"8"	"2500 - 2999 grams"	"06"	108
	"Alaska"	"02"	"2020"	"2020"	"August"	"8"	"3000 - 3499 grams"	"07"	291
	"Alaska"	"02"	"2020"	"2020"	"August"	"8"	"3500 - 3999 grams"	"08"	239
	"Alaska"	"02"	"2020"	"2020"	"August"	"8"	"4000 - 4499 grams"	"09"	83
	"Alaska"	"02"	"2020"	"2020"	"August"	"8"	"4500 - 4999 grams"	"10"	14
	"Alaska"	"02"	"2020"	"2020"	"September"	"9"	"1500 - 1999 grams"	"04"	13
	"Alaska"	"02"	"2020"	"2020"	"September"	"9"	"2000 - 2499 grams"	"05"	38
	"Alaska"	"02"	"2020"	"2020"	"September"	"9"	"2500 - 2999 grams"	"06"	121
	"Alaska"	"02"	"2020"	"2020"	"September"	"9"	"3000 - 3499 grams"	"07"	278
	"Alaska"	"02"	"2020"	"2020"	"September"	"9"	"3500 - 3999 grams"	"08"	249
	"Alaska"	"02"	"2020"	"2020"	"September"	"9"	"4000 - 4499 grams"	"09"	94
	"Alaska"	"02"	"2020"	"2020"	"September"	"9"	"4500 - 4999 grams"	"10"	21
	"Alaska"	"02"	"2020"	"2020"	"October"	"10"	"2000 - 2499 grams"	"05"	36
	"Alaska"	"02"	"2020"	"2020"	"October"	"10"	"2500 - 2999 grams"	"06"	121
	"Alaska"	"02"	"2020"	"2020"	"October"	"10"	"3000 - 3499 grams"	"07"	271
	"Alaska"	"02"	"2020"	"2020"	"October"	"10"	"3500 - 3999 grams"	"08"	265
	"Alaska"	"02"	"2020"	"2020"	"October"	"10"	"4000 - 4499 grams"	"09"	77
	"Alaska"	"02"	"2020"	"2020"	"October"	"10"	"4500 - 4999 grams"	"10"	14
	"Alaska"	"02"	"2020"	"2020"	"November"	"11"	"2000 - 2499 grams"	"05"	32
	"Alaska"	"02"	"2020"	"2020"	"November"	"11"	"2500 - 2999 grams"	"06"	128
	"Alaska"	"02"	"2020"	"2020"	"November"	"11"	"3000 - 3499 grams"	"07"	261
	"Alaska"	"02"	"2020"	"2020"	"November"	"11"	"3500 - 3999 grams"	"08"	231
	"Alaska"	"02"	"2020"	"2020"	"November"	"11"	"4000 - 4499 grams"	"09"	77
	"Alaska"	"02"	"2020"	"2020"	"November"	"11"	"4500 - 4999 grams"	"10"	17
	"Alaska"	"02"	"2020"	"2020"	"December"	"12"	"1500 - 1999 grams"	"04"	16
	"Alaska"	"02"	"2020"	"2020"	"December"	"12"	"2000 - 2499 grams"	"05"	27
	"Alaska"	"02"	"2020"	"2020"	"December"	"12"	"2500 - 2999 grams"	"06"	110
	"Alaska"	"02"	"2020"	"2020"	"December"	"12"	"3000 - 3499 grams"	"07"	285
	"Alaska"	"02"	"2020"	"2020"	"December"	"12"	"3500 - 3999 grams"	"08"	254
	"Alaska"	"02"	"2020"	"2020"	"December"	"12"	"4000 - 4499 grams"	"09"	87
	"Alaska"	"02"	"2020"	"2020"	"December"	"12"	"4500 - 4999 grams"	"10"	11
	"Arizona"	"04"	"2020"	"2020"	"January"	"1"	"500 - 999 grams"	"02"	32
	"Arizona"	"04"	"2020"	"2020"	"January"	"1"	"1000 - 1499 grams"	"03"	26
	"Arizona"	"04"	"2020"	"2020"	"January"	"1"	"1500 - 1999 grams"	"04"	98
	"Arizona"	"04"	"2020"	"2020"	"January"	"1"	"2000 - 2499 grams"	"05"	337
	"Arizona"	"04"	"2020"	"2020"	"January"	"1"	"2500 - 2999 grams"	"06"	1248
	"Arizona"	"04"	"2020"	"2020"	"January"	"1"	"3000 - 3499 grams"	"07"	2687
	"Arizona"	"04"	"2020"	"2020"	"January"	"1"	"3500 - 3999 grams"	"08"	1809
	"Arizona"	"04"	"2020"	"2020"	"January"	"1"	"4000 - 4499 grams"	"09"	397
	"Arizona"	"04"	"2020"	"2020"	"January"	"1"	"4500 - 4999 grams"	"10"	55
	"Arizona"	"04"	"2020"	"2020"	"February"	"2"	"500 - 999 grams"	"02"	25
	"Arizona"	"04"	"2020"	"2020"	"February"	"2"	"1000 - 1499 grams"	"03"	38
	"Arizona"	"04"	"2020"	"2020"	"February"	"2"	"1500 - 1999 grams"	"04"	101
	"Arizona"	"04"	"2020"	"2020"	"February"	"2"	"2000 - 2499 grams"	"05"	313
	"Arizona"	"04"	"2020"	"2020"	"February"	"2"	"2500 - 2999 grams"	"06"	1191
	"Arizona"	"04"	"2020"	"2020"	"February"	"2"	"3000 - 3499 grams"	"07"	2479
	"Arizona"	"04"	"2020"	"2020"	"February"	"2"	"3500 - 3999 grams"	"08"	1614
	"Arizona"	"04"	"2020"	"2020"	"February"	"2"	"4000 - 4499 grams"	"09"	430
	"Arizona"	"04"	"2020"	"2020"	"February"	"2"	"4500 - 4999 grams"	"10"	57
	"Arizona"	"04"	"2020"	"2020"	"February"	"2"	"Unknown or Not Stated"	"12"	10
	"Arizona"	"04"	"2020"	"2020"	"March"	"3"	"500 - 999 grams"	"02"	25
	"Arizona"	"04"	"2020"	"2020"	"March"	"3"	"1000 - 1499 grams"	"03"	42
	"Arizona"	"04"	"2020"	"2020"	"March"	"3"	"1500 - 1999 grams"	"04"	87
	"Arizona"	"04"	"2020"	"2020"	"March"	"3"	"2000 - 2499 grams"	"05"	285
	"Arizona"	"04"	"2020"	"2020"	"March"	"3"	"2500 - 2999 grams"	"06"	1160
	"Arizona"	"04"	"2020"	"2020"	"March"	"3"	"3000 - 3499 grams"	"07"	2510
	"Arizona"	"04"	"2020"	"2020"	"March"	"3"	"3500 - 3999 grams"	"08"	1760
	"Arizona"	"04"	"2020"	"2020"	"March"	"3"	"4000 - 4499 grams"	"09"	430
	"Arizona"	"04"	"2020"	"2020"	"March"	"3"	"4500 - 4999 grams"	"10"	58
	"Arizona"	"04"	"2020"	"2020"	"April"	"4"	"500 - 999 grams"	"02"	22
	"Arizona"	"04"	"2020"	"2020"	"April"	"4"	"1000 - 1499 grams"	"03"	42
	"Arizona"	"04"	"2020"	"2020"	"April"	"4"	"1500 - 1999 grams"	"04"	82
	"Arizona"	"04"	"2020"	"2020"	"April"	"4"	"2000 - 2499 grams"	"05"	301
	"Arizona"	"04"	"2020"	"2020"	"April"	"4"	"2500 - 2999 grams"	"06"	1071
	"Arizona"	"04"	"2020"	"2020"	"April"	"4"	"3000 - 3499 grams"	"07"	2311
	"Arizona"	"04"	"2020"	"2020"	"April"	"4"	"3500 - 3999 grams"	"08"	1660
	"Arizona"	"04"	"2020"	"2020"	"April"	"4"	"4000 - 4499 grams"	"09"	399
	"Arizona"	"04"	"2020"	"2020"	"April"	"4"	"4500 - 4999 grams"	"10"	54
	"Arizona"	"04"	"2020"	"2020"	"April"	"4"	"5000 - 8165 grams"	"11"	14
	"Arizona"	"04"	"2020"	"2020"	"May"	"5"	"499 grams or less"	"01"	11
	"Arizona"	"04"	"2020"	"2020"	"May"	"5"	"500 - 999 grams"	"02"	27
	"Arizona"	"04"	"2020"	"2020"	"May"	"5"	"1000 - 1499 grams"	"03"	30
	"Arizona"	"04"	"2020"	"2020"	"May"	"5"	"1500 - 1999 grams"	"04"	88
	"Arizona"	"04"	"2020"	"2020"	"May"	"5"	"2000 - 2499 grams"	"05"	290
	"Arizona"	"04"	"2020"	"2020"	"May"	"5"	"2500 - 2999 grams"	"06"	1085
	"Arizona"	"04"	"2020"	"2020"	"May"	"5"	"3000 - 3499 grams"	"07"	2374
	"Arizona"	"04"	"2020"	"2020"	"May"	"5"	"3500 - 3999 grams"	"08"	1655
	"Arizona"	"04"	"2020"	"2020"	"May"	"5"	"4000 - 4499 grams"	"09"	400
	"Arizona"	"04"	"2020"	"2020"	"May"	"5"	"4500 - 4999 grams"	"10"	61
	"Arizona"	"04"	"2020"	"2020"	"May"	"5"	"5000 - 8165 grams"	"11"	12
	"Arizona"	"04"	"2020"	"2020"	"June"	"6"	"500 - 999 grams"	"02"	31
	"Arizona"	"04"	"2020"	"2020"	"June"	"6"	"1000 - 1499 grams"	"03"	39
	"Arizona"	"04"	"2020"	"2020"	"June"	"6"	"1500 - 1999 grams"	"04"	86
	"Arizona"	"04"	"2020"	"2020"	"June"	"6"	"2000 - 2499 grams"	"05"	268
	"Arizona"	"04"	"2020"	"2020"	"June"	"6"	"2500 - 2999 grams"	"06"	1110
	"Arizona"	"04"	"2020"	"2020"	"June"	"6"	"3000 - 3499 grams"	"07"	2416
	"Arizona"	"04"	"2020"	"2020"	"June"	"6"	"3500 - 3999 grams"	"08"	1653
	"Arizona"	"04"	"2020"	"2020"	"June"	"6"	"4000 - 4499 grams"	"09"	401
	"Arizona"	"04"	"2020"	"2020"	"June"	"6"	"4500 - 4999 grams"	"10"	58
	"Arizona"	"04"	"2020"	"2020"	"July"	"7"	"499 grams or less"	"01"	12
	"Arizona"	"04"	"2020"	"2020"	"July"	"7"	"500 - 999 grams"	"02"	33
	"Arizona"	"04"	"2020"	"2020"	"July"	"7"	"1000 - 1499 grams"	"03"	55
	"Arizona"	"04"	"2020"	"2020"	"July"	"7"	"1500 - 1999 grams"	"04"	88
	"Arizona"	"04"	"2020"	"2020"	"July"	"7"	"2000 - 2499 grams"	"05"	325
	"Arizona"	"04"	"2020"	"2020"	"July"	"7"	"2500 - 2999 grams"	"06"	1223
	"Arizona"	"04"	"2020"	"2020"	"July"	"7"	"3000 - 3499 grams"	"07"	2700
	"Arizona"	"04"	"2020"	"2020"	"July"	"7"	"3500 - 3999 grams"	"08"	1836
	"Arizona"	"04"	"2020"	"2020"	"July"	"7"	"4000 - 4499 grams"	"09"	416
	"Arizona"	"04"	"2020"	"2020"	"July"	"7"	"4500 - 4999 grams"	"10"	66
	"Arizona"	"04"	"2020"	"2020"	"July"	"7"	"5000 - 8165 grams"	"11"	10
	"Arizona"	"04"	"2020"	"2020"	"August"	"8"	"500 - 999 grams"	"02"	34
	"Arizona"	"04"	"2020"	"2020"	"August"	"8"	"1000 - 1499 grams"	"03"	31
	"Arizona"	"04"	"2020"	"2020"	"August"	"8"	"1500 - 1999 grams"	"04"	96
	"Arizona"	"04"	"2020"	"2020"	"August"	"8"	"2000 - 2499 grams"	"05"	340
	"Arizona"	"04"	"2020"	"2020"	"August"	"8"	"2500 - 2999 grams"	"06"	1196
	"Arizona"	"04"	"2020"	"2020"	"August"	"8"	"3000 - 3499 grams"	"07"	2714
	"Arizona"	"04"	"2020"	"2020"	"August"	"8"	"3500 - 3999 grams"	"08"	1763
	"Arizona"	"04"	"2020"	"2020"	"August"	"8"	"4000 - 4499 grams"	"09"	438
	"Arizona"	"04"	"2020"	"2020"	"August"	"8"	"4500 - 4999 grams"	"10"	72
	"Arizona"	"04"	"2020"	"2020"	"September"	"9"	"499 grams or less"	"01"	10
	"Arizona"	"04"	"2020"	"2020"	"September"	"9"	"500 - 999 grams"	"02"	31
	"Arizona"	"04"	"2020"	"2020"	"September"	"9"	"1000 - 1499 grams"	"03"	34
	"Arizona"	"04"	"2020"	"2020"	"September"	"9"	"1500 - 1999 grams"	"04"	79
	"Arizona"	"04"	"2020"	"2020"	"September"	"9"	"2000 - 2499 grams"	"05"	318
	"Arizona"	"04"	"2020"	"2020"	"September"	"9"	"2500 - 2999 grams"	"06"	1233
	"Arizona"	"04"	"2020"	"2020"	"September"	"9"	"3000 - 3499 grams"	"07"	2677
	"Arizona"	"04"	"2020"	"2020"	"September"	"9"	"3500 - 3999 grams"	"08"	1852
	"Arizona"	"04"	"2020"	"2020"	"September"	"9"	"4000 - 4499 grams"	"09"	433
	"Arizona"	"04"	"2020"	"2020"	"September"	"9"	"4500 - 4999 grams"	"10"	57
	"Arizona"	"04"	"2020"	"2020"	"October"	"10"	"500 - 999 grams"	"02"	25
	"Arizona"	"04"	"2020"	"2020"	"October"	"10"	"1000 - 1499 grams"	"03"	40
	"Arizona"	"04"	"2020"	"2020"	"October"	"10"	"1500 - 1999 grams"	"04"	98
	"Arizona"	"04"	"2020"	"2020"	"October"	"10"	"2000 - 2499 grams"	"05"	312
	"Arizona"	"04"	"2020"	"2020"	"October"	"10"	"2500 - 2999 grams"	"06"	1181
	"Arizona"	"04"	"2020"	"2020"	"October"	"10"	"3000 - 3499 grams"	"07"	2679
	"Arizona"	"04"	"2020"	"2020"	"October"	"10"	"3500 - 3999 grams"	"08"	1779
